Base	Ortho	HumanVoice	MinGenVoice	PredictedVoice	Derivative	Prob	id_voice_s1	id_voice_root	id_voice_affix	no_long_v_f	no_long_v	Average
stɚθ	stirth	3.5625	3.37368185509	4.65323837211	stɚθs	0.608873062018	0.0	0.0	0.195563468991	0.0	0.0	0.0977817344954
stɚθ	stirth	3.5625	3.37368185509	4.65323837211	stɚðz	0.391126937982	0.0	0.304436531009	0.0	0.0	0.0	0.152218265505
beɪf	bafe	5.5	3.34778575745	4.22774423777	beɪfs	0.537957372962	0.0	0.0	0.195563468991	0.157222972552	0.392	0.372393220771
beɪf	bafe	5.5	3.34778575745	4.22774423777	beɪvz	0.462042627038	0.170720164204	0.304436531009	0.0	0.0	0.392	0.433578347607
seɪləf	sailif	3.5625	2.84311924075	4.10064350511	seɪləfs	0.483226082482	0.0	0.0	0.195563468991	0.157222972552	0.392	0.372393220771
seɪləf	sailif	3.5625	2.84311924075	4.10064350511	seɪləvz	0.516773917518	0.0	0.304436531009	0.0	0.0	0.392	0.348218265505
kreɪdəf	craedef	5.14285714286	2.84311924075	4.25437631313	kreɪdəfs	0.542396052188	0.0	0.0	0.195563468991	0.0	0.392	0.293781734495
kreɪdəf	craedef	5.14285714286	2.84311924075	4.25437631313	kreɪdəvz	0.457603947812	0.0	0.304436531009	0.0	0.0	0.392	0.348218265505
məleɪf	melaif	5.66666666667	3.34778575745	4.10064350511	məleɪfs	0.483226082482	0.0	0.0	0.195563468991	0.157222972552	0.392	0.372393220771
məleɪf	melaif	5.66666666667	3.34778575745	4.10064350511	məleɪvz	0.516773917518	0.0	0.304436531009	0.0	0.0	0.392	0.348218265505
tənkeɪf	tinkafe	5.4	3.34778575745	4.10064350511	tənkeɪfs	0.483226082482	0.0	0.0	0.195563468991	0.157222972552	0.392	0.372393220771
tənkeɪf	tinkafe	5.4	3.34778575745	4.10064350511	tənkeɪvz	0.516773917518	0.0	0.304436531009	0.0	0.0	0.392	0.348218265505
meɪf	mafe	5.42105263158	3.34778575745	4.22774423777	meɪfs	0.537957372962	0.0	0.0	0.195563468991	0.157222972552	0.392	0.372393220771
meɪf	mafe	5.42105263158	3.34778575745	4.22774423777	meɪvz	0.462042627038	0.170720164204	0.304436531009	0.0	0.0	0.392	0.433578347607
təɹeɪθ	teraith	4.2	3.65552804658	4.10064350511	təɹeɪθs	0.483226082482	0.0	0.0	0.195563468991	0.157222972552	0.392	0.372393220771
təɹeɪθ	teraith	4.2	3.65552804658	4.10064350511	təɹeɪðz	0.516773917518	0.0	0.304436531009	0.0	0.0	0.392	0.348218265505
həleɪθ	hilayth	5.0	3.65552804658	4.10064350511	həleɪθs	0.483226082482	0.0	0.0	0.195563468991	0.157222972552	0.392	0.372393220771
həleɪθ	hilayth	5.0	3.65552804658	4.10064350511	həleɪðz	0.516773917518	0.0	0.304436531009	0.0	0.0	0.392	0.348218265505
neɪgəθ	nagith	3.8	3.37825202937	4.25437631313	neɪgəθs	0.542396052188	0.0	0.0	0.195563468991	0.0	0.392	0.293781734495
neɪgəθ	nagith	3.8	3.37825202937	4.25437631313	neɪgəðz	0.457603947812	0.0	0.304436531009	0.0	0.0	0.392	0.348218265505
smeɪθ	smathe	5.07142857143	3.65552804658	4.22774423777	smeɪθs	0.537957372962	0.0	0.0	0.195563468991	0.157222972552	0.392	0.372393220771
smeɪθ	smathe	5.07142857143	3.65552804658	4.22774423777	smeɪðz	0.462042627038	0.170720164204	0.304436531009	0.0	0.0	0.392	0.433578347607
speɪləθ	spailith	3.8125	3.37825202937	4.10064350511	speɪləθs	0.483226082482	0.0	0.0	0.195563468991	0.157222972552	0.392	0.372393220771
speɪləθ	spailith	3.8125	3.37825202937	4.10064350511	speɪləðz	0.516773917518	0.0	0.304436531009	0.0	0.0	0.392	0.348218265505
peɪθ	payth	4.77777777778	3.65552804658	4.22774423777	peɪθs	0.537957372962	0.0	0.0	0.195563468991	0.157222972552	0.392	0.372393220771
